transaction_id,bill_id,date,store_id,store_location,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,payment_method,discount_applied,channel,line_revenue
TXN-2025-0060,BILL-1058,2025-01-29,S1,Downtown,C046,Regular,P220,Snacks,Beef Jerky,1,9.0,Cash,1.5,In-store,7.5
TXN-2025-0061,BILL-1059,2025-01-29,S2,Suburban,C002,Loyal,P117,Beverages,Kombucha,2,6.5,UPI,1.0,Online,12.0
TXN-2025-0062,BILL-1060,2025-01-29,S3,Uptown,C047,New,P409,Electronics,Laptop Stand,1,28.0,Credit Card,3.5,In-store,24.5
TXN-2025-0063,BILL-1061,2025-01-30,S1,Downtown,C048,Loyal,P221,Snacks,Protein Bar,2,5.5,Cash,0.5,In-store,10.5
TXN-2025-0064,BILL-1062,2025-01-30,S2,Suburban,C049,Regular,P510,Groceries,Peanut Butter,1,8.5,UPI,1.5,Online,7.0
TXN-2025-0065,BILL-1063,2025-01-30,S3,Uptown,C050,New,P312,Personal Care,Face Wash,1,7.5,Credit Card,1.0,In-store,6.5
TXN-2025-0066,BILL-1064,2025-01-31,S1,Downtown,C001,Regular,P118,Beverages,Ginger Ale,3,3.5,Cash,0.0,In-store,10.5
TXN-2025-0067,BILL-1065,2025-01-31,S2,Suburban,C005,Loyal,P222,Snacks,Sunflower Seeds,1,3.0,UPI,0.0,Online,3.0
TXN-2025-0068,BILL-1066,2025-01-31,S3,Uptown,C051,Regular,P410,Electronics,USB Hub,1,15.0,Credit Card,2.0,In-store,13.0
TXN-2025-0069,BILL-1067,2025-02-01,S1,Downtown,C052,Loyal,P119,Beverages,Matcha Latte,2,7.0,Cash,1.0,In-store,13.0
TXN-2025-0070,BILL-1068,2025-02-01,S2,Suburban,C053,New,P511,Groceries,Quinoa 500g,1,9.5,UPI,1.5,Online,8.0
TXN-2025-0071,BILL-1069,2025-02-01,S3,Uptown,C054,Regular,P313,Personal Care,Perfume,1,35.0,Credit Card,5.0,In-store,30.0
TXN-2025-0072,BILL-1070,2025-02-02,S1,Downtown,C055,Regular,P223,Snacks,Veggie Chips,2,4.5,Cash,0.5,In-store,8.5
TXN-2025-0073,BILL-1071,2025-02-02,S2,Suburban,C002,Loyal,P120,Beverages,Cold Brew Coffee,2,6.0,UPI,1.0,Online,11.0
TXN-2025-0074,BILL-1072,2025-02-02,S3,Uptown,C056,New,P411,Electronics,Screen Protector,2,8.0,Credit Card,0.0,In-store,16.0
TXN-2025-0075,BILL-1073,2025-02-03,S1,Downtown,C057,Loyal,P224,Snacks,Muffin,3,3.0,Cash,0.5,In-store,8.5
TXN-2025-0076,BILL-1074,2025-02-03,S2,Suburban,C058,Regular,P512,Groceries,Jam 300g,1,5.5,UPI,0.5,Online,5.0
TXN-2025-0077,BILL-1075,2025-02-03,S3,Uptown,C059,New,P314,Personal Care,Nail Polish,2,4.5,Credit Card,0.0,In-store,9.0
TXN-2025-0078,BILL-1076,2025-02-04,S1,Downtown,C001,Regular,P121,Beverages,Chai Tea,2,4.5,Cash,0.0,In-store,9.0
TXN-2025-0079,BILL-1077,2025-02-04,S2,Suburban,C005,Loyal,P225,Snacks,Tortilla Chips,2,3.5,UPI,0.5,Online,6.5
TXN-2025-0080,BILL-1078,2025-02-04,S3,Uptown,C060,Regular,P412,Electronics,Bluetooth Speaker,1,45.0,Credit Card,6.0,In-store,39.0
TXN-2025-0081,BILL-1079,2025-02-05,S1,Downtown,C061,Loyal,P122,Beverages,Fruit Smoothie,2,6.5,Cash,1.0,In-store,12.0
TXN-2025-0082,BILL-1080,2025-02-05,S2,Suburban,C062,New,P513,Groceries,Brown Sugar 1kg,1,4.5,UPI,0.0,Online,4.5
TXN-2025-0083,BILL-1081,2025-02-05,S3,Uptown,C063,Regular,P315,Personal Care,Eye Cream,1,18.0,Credit Card,3.0,In-store,15.0
TXN-2025-0084,BILL-1082,2025-02-06,S1,Downtown,C064,Regular,P226,Snacks,Gummy Bears,3,2.5,Cash,0.0,In-store,7.5
TXN-2025-0085,BILL-1083,2025-02-06,S2,Suburban,C002,Loyal,P123,Beverages,Soy Milk,2,4.0,UPI,0.5,Online,7.5
TXN-2025-0086,BILL-1084,2025-02-06,S3,Uptown,C065,New,P413,Electronics,Phone Case,1,12.0,Credit Card,1.5,In-store,10.5
TXN-2025-0087,BILL-1085,2025-02-07,S1,Downtown,C066,Loyal,P227,Snacks,Cheese Crackers,2,4.0,Cash,0.5,In-store,7.5
TXN-2025-0088,BILL-1086,2025-02-07,S2,Suburban,C067,Regular,P514,Groceries,Vinegar 500ml,1,3.5,UPI,0.0,Online,3.5
TXN-2025-0089,BILL-1087,2025-02-07,S3,Uptown,C068,New,P316,Personal Care,Hair Gel,1,6.5,Credit Card,0.5,In-store,6.0
TXN-2025-0090,BILL-1088,2025-02-08,S1,Downtown,C001,Regular,P124,Beverages,Cranberry Juice,2,5.0,Cash,0.5,In-store,9.5
TXN-2025-0091,BILL-1089,2025-02-08,S2,Suburban,C005,Loyal,P228,Snacks,Chocolate Cookies,3,3.0,UPI,0.5,Online,8.5
TXN-2025-0092,BILL-1090,2025-02-08,S3,Uptown,C069,Regular,P414,Electronics,Memory Card,1,20.0,Credit Card,2.5,In-store,17.5
TXN-2025-0093,BILL-1091,2025-02-09,S1,Downtown,C070,Loyal,P125,Beverages,Vitamin Water,2,4.5,Cash,0.0,In-store,9.0
TXN-2025-0094,BILL-1092,2025-02-09,S2,Suburban,C071,New,P515,Groceries,Mustard 250g,1,2.5,UPI,0.0,Online,2.5
TXN-2025-0095,BILL-1093,2025-02-09,S3,Uptown,C072,Regular,P317,Personal Care,Sunscreen,1,11.0,Credit Card,2.0,In-store,9.0
TXN-2025-0096,BILL-1094,2025-02-10,S1,Downtown,C073,Regular,P229,Snacks,Donuts,2,5.0,Cash,0.5,In-store,9.5
TXN-2025-0097,BILL-1095,2025-02-10,S2,Suburban,C002,Loyal,P126,Beverages,Chai Latte,2,5.5,UPI,1.0,Online,10.0
TXN-2025-0098,BILL-1096,2025-02-10,S3,Uptown,C074,New,P415,Electronics,Webcam,1,55.0,Credit Card,7.0,In-store,48.0
TXN-2025-0099,BILL-1097,2025-02-11,S1,Downtown,C075,Loyal,P230,Snacks,Breadsticks,2,3.5,Cash,0.0,In-store,7.0
TXN-2025-0100,BILL-1098,2025-02-11,S2,Suburban,C076,Regular,P516,Groceries,Soy Sauce 500ml,1,4.0,UPI,0.5,Online,3.5
TXN-2025-0101,BILL-1099,2025-02-11,S3,Uptown,C077,New,P318,Personal Care,Cotton Pads,3,2.0,Credit Card,0.0,In-store,6.0
TXN-2025-0102,BILL-1100,2025-02-12,S1,Downtown,C001,Regular,P127,Beverages,Peach Juice,2,4.0,Cash,0.5,In-store,7.5
TXN-2025-0103,BILL-1101,2025-02-12,S2,Suburban,C005,Loyal,P231,Snacks,Almonds,1,7.0,UPI,1.0,Online,6.0
TXN-2025-0104,BILL-1102,2025-02-12,S3,Uptown,C078,Regular,P416,Electronics,Tablet Stand,1,22.0,Credit Card,3.0,In-store,19.0
TXN-2025-0105,BILL-1103,2025-02-13,S1,Downtown,C079,Loyal,P128,Beverages,Milk Shake,2,6.0,Cash,1.0,In-store,11.0
TXN-2025-0106,BILL-1104,2025-02-13,S2,Suburban,C080,New,P517,Groceries,Maple Syrup 250ml,1,9.0,UPI,1.5,Online,7.5
TXN-2025-0107,BILL-1105,2025-02-13,S3,Uptown,C081,Regular,P319,Personal Care,Bath Bomb,2,5.5,Credit Card,0.5,In-store,10.5
TXN-2025-0108,BILL-1106,2025-02-14,S1,Downtown,C082,Regular,P232,Snacks,Valentine Chocolates,4,6.0,Cash,2.0,In-store,22.0
TXN-2025-0109,BILL-1107,2025-02-14,S2,Suburban,C002,Loyal,P129,Beverages,Rose Tea,2,5.5,UPI,0.5,Online,10.5
TXN-2025-0110,BILL-1108,2025-02-14,S3,Uptown,C083,New,P417,Electronics,Smart Watch,1,120.0,Credit Card,15.0,In-store,105.0
TXN-2025-0111,BILL-1109,2025-02-15,S1,Downtown,C084,Loyal,P233,Snacks,Cake Slice,2,4.5,Cash,0.0,In-store,9.0
TXN-2025-0112,BILL-1110,2025-02-15,S2,Suburban,C085,Regular,P518,Groceries,Olive Oil 500ml,1,12.0,UPI,2.0,Online,10.0
TXN-2025-0113,BILL-1111,2025-02-15,S3,Uptown,C086,New,P320,Personal Care,Massage Oil,1,8.5,Credit Card,1.0,In-store,7.5
TXN-2025-0114,BILL-1112,2025-02-16,S1,Downtown,C001,Regular,P130,Beverages,Hot Chocolate,2,5.0,Cash,0.5,In-store,9.5
TXN-2025-0115,BILL-1113,2025-02-16,S2,Suburban,C005,Loyal,P234,Snacks,Wafers,3,2.5,UPI,0.0,Online,7.5
TXN-2025-0116,BILL-1114,2025-02-16,S3,Uptown,C087,Regular,P418,Electronics,Gaming Headset,1,65.0,Credit Card,8.0,In-store,57.0
TXN-2025-0117,BILL-1115,2025-02-17,S1,Downtown,C088,Loyal,P131,Beverages,Buttermilk,2,3.0,Cash,0.0,In-store,6.0
TXN-2025-0118,BILL-1116,2025-02-17,S2,Suburban,C089,New,P519,Groceries,Chia Seeds 250g,1,6.5,UPI,1.0,Online,5.5
TXN-2025-0119,BILL-1117,2025-02-17,S3,Uptown,C090,Regular,P321,Personal Care,Razor Blades,2,4.0,Credit Card,0.0,In-store,8.0
TXN-2025-0120,BILL-1118,2025-02-18,S1,Downtown,C091,Regular,P235,Snacks,Ice Cream,2,5.5,Cash,0.5,In-store,10.5
TXN-2025-0121,BILL-1119,2025-02-18,S2,Suburban,C002,Loyal,P132,Beverages,Coconut Milk,2,4.5,UPI,0.5,Online,8.5
TXN-2025-0122,BILL-1120,2025-02-18,S3,Uptown,C092,New,P419,Electronics,SD Card Reader,1,14.0,Credit Card,1.5,In-store,12.5
TXN-2025-0123,BILL-1121,2025-02-19,S1,Downtown,C093,Loyal,P236,Snacks,Frozen Pizza,1,8.5,Cash,1.5,In-store,7.0
TXN-2025-0124,BILL-1122,2025-02-19,S2,Suburban,C094,Regular,P520,Groceries,Black Pepper 100g,1,3.5,UPI,0.0,Online,3.5
TXN-2025-0125,BILL-1123,2025-02-19,S3,Uptown,C095,New,P322,Personal Care,Foot Cream,1,7.0,Credit Card,1.0,In-store,6.0
TXN-2025-0126,BILL-1124,2025-02-20,S1,Downtown,C001,Regular,P133,Beverages,Grape Juice,2,4.5,Cash,0.5,In-store,8.5
TXN-2025-0127,BILL-1125,2025-02-20,S2,Suburban,C005,Loyal,P237,Snacks,Fruit Bars,2,4.0,UPI,0.5,Online,7.5
TXN-2025-0128,BILL-1126,2025-02-20,S3,Uptown,C096,Regular,P420,Electronics,Laptop Bag,1,32.0,Credit Card,4.0,In-store,28.0
TXN-2025-0129,BILL-1127,2025-02-21,S1,Downtown,C097,Loyal,P134,Beverages,Pineapple Juice,2,4.5,Cash,0.0,In-store,9.0
TXN-2025-0130,BILL-1128,2025-02-21,S2,Suburban,C098,New,P521,Groceries,Tomato Sauce 500g,1,3.5,UPI,0.0,Online,3.5
TXN-2025-0131,BILL-1129,2025-02-21,S3,Uptown,C099,Regular,P323,Personal Care,Aftershave,1,9.5,Credit Card,1.5,In-store,8.0
TXN-2025-0132,BILL-1130,2025-02-22,S1,Downtown,C100,Regular,P238,Snacks,Brownie,2,5.0,Cash,0.5,In-store,9.5
TXN-2025-0133,BILL-1131,2025-02-22,S2,Suburban,C002,Loyal,P135,Beverages,Espresso,3,3.5,UPI,0.5,Online,10.0
TXN-2025-0134,BILL-1132,2025-02-22,S3,Uptown,C101,New,P421,Electronics,Monitor Stand,1,28.0,Credit Card,3.5,In-store,24.5
TXN-2025-0135,BILL-1133,2025-02-23,S1,Downtown,C102,Loyal,P239,Snacks,Cheesecake,1,7.5,Cash,1.0,In-store,6.5
TXN-2025-0136,BILL-1134,2025-02-23,S2,Suburban,C103,Regular,P522,Groceries,Cumin Seeds 100g,1,2.5,UPI,0.0,Online,2.5
TXN-2025-0137,BILL-1135,2025-02-23,S3,Uptown,C104,New,P324,Personal Care,Hand Cream,1,6.0,Credit Card,0.5,In-store,5.5
TXN-2025-0138,BILL-1136,2025-02-24,S1,Downtown,C001,Regular,P136,Beverages,Mango Juice,2,5.0,Cash,0.5,In-store,9.5
TXN-2025-0139,BILL-1137,2025-02-24,S2,Suburban,C005,Loyal,P240,Snacks,Muesli Bar,2,4.5,UPI,0.5,Online,8.5
TXN-2025-0140,BILL-1138,2025-02-24,S3,Uptown,C105,Regular,P422,Electronics,Cooling Pad,1,38.0,Credit Card,5.0,In-store,33.0
TXN-2025-0141,BILL-1139,2025-02-25,S1,Downtown,C106,Loyal,P137,Beverages,Strawberry Milk,2,4.5,Cash,0.0,In-store,9.0
TXN-2025-0142,BILL-1140,2025-02-25,S2,Suburban,C107,New,P523,Groceries,Sesame Oil 250ml,1,5.5,UPI,0.5,Online,5.0
TXN-2025-0143,BILL-1141,2025-02-25,S3,Uptown,C108,Regular,P325,Personal Care,Body Scrub,1,9.0,Credit Card,1.5,In-store,7.5
TXN-2025-0144,BILL-1142,2025-02-26,S1,Downtown,C109,Regular,P241,Snacks,Cupcake,3,4.0,Cash,1.0,In-store,11.0
TXN-2025-0145,BILL-1143,2025-02-26,S2,Suburban,C002,Loyal,P138,Beverages,Turmeric Latte,2,6.0,UPI,1.0,Online,11.0
TXN-2025-0146,BILL-1144,2025-02-26,S3,Uptown,C110,New,P423,Electronics,Stylus Pen,1,16.0,Credit Card,2.0,In-store,14.0
TXN-2025-0147,BILL-1145,2025-02-27,S1,Downtown,C111,Loyal,P242,Snacks,Candy Bar,4,2.0,Cash,0.0,In-store,8.0
TXN-2025-0148,BILL-1146,2025-02-27,S2,Suburban,C112,Regular,P524,Groceries,Flax Seeds 250g,1,4.5,UPI,0.5,Online,4.0
TXN-2025-0149,BILL-1147,2025-02-27,S3,Uptown,C113,New,P326,Personal Care,Lip Scrub,1,5.5,Credit Card,0.5,In-store,5.0
TXN-2025-0150,BILL-1148,2025-02-28,S1,Downtown,C001,Regular,P139,Beverages,Berry Smoothie,2,7.0,Cash,1.0,In-store,13.0
TXN-2025-0151,BILL-1149,2025-02-28,S2,Suburban,C005,Loyal,P243,Snacks,Toffee,5,1.5,UPI,0.0,Online,7.5
TXN-2025-0152,BILL-1150,2025-02-28,S3,Uptown,C114,Regular,P424,Electronics,Cable Organizer,2,7.0,Credit Card,0.5,In-store,13.5
TXN-2025-0153,BILL-1151,2025-03-01,S1,Downtown,C115,Loyal,P140,Beverages,Caramel Macchiato,2,6.5,Cash,1.0,In-store,12.0
TXN-2025-0154,BILL-1152,2025-03-01,S2,Suburban,C116,New,P525,Groceries,Coconut Oil 500ml,1,8.0,UPI,1.5,Online,6.5
TXN-2025-0155,BILL-1153,2025-03-01,S3,Uptown,C117,Regular,P327,Personal Care,Face Mask,2,6.5,Credit Card,1.0,In-store,12.0
TXN-2025-0156,BILL-1154,2025-03-02,S1,Downtown,C118,Regular,P244,Snacks,Marshmallows,2,3.0,Cash,0.0,In-store,6.0
TXN-2025-0157,BILL-1155,2025-03-02,S2,Suburban,C002,Loyal,P141,Beverages,Mocha,2,6.0,UPI,1.0,Online,11.0
TXN-2025-0158,BILL-1156,2025-03-02,S3,Uptown,C119,New,P425,Electronics,Screen Cleaner,1,8.0,Credit Card,0.5,In-store,7.5
TXN-2025-0159,BILL-1157,2025-03-03,S1,Downtown,C120,Loyal,P245,Snacks,Danish Pastry,2,5.5,Cash,0.5,In-store,10.5
TXN-2025-0160,BILL-1158,2025-03-03,S2,Suburban,C121,Regular,P526,Groceries,Cinnamon Powder 50g,1,3.0,UPI,0.0,Online,3.0
TXN-2025-0161,BILL-1159,2025-03-03,S3,Uptown,C122,New,P328,Personal Care,Nail File,3,2.5,Credit Card,0.0,In-store,7.5
TXN-2025-0162,BILL-1160,2025-03-04,S1,Downtown,C001,Regular,P142,Beverages,Cappuccino,2,5.5,Cash,0.5,In-store,10.5
TXN-2025-0163,BILL-1161,2025-03-04,S2,Suburban,C005,Loyal,P246,Snacks,Caramel Popcorn,2,4.5,UPI,0.5,Online,8.5
TXN-2025-0164,BILL-1162,2025-03-04,S3,Uptown,C123,Regular,P426,Electronics,Ring Light,1,42.0,Credit Card,5.0,In-store,37.0
TXN-2025-0165,BILL-1163,2025-03-05,S1,Downtown,C124,Loyal,P143,Beverages,Flat White,2,5.5,Cash,0.5,In-store,10.5
TXN-2025-0166,BILL-1164,2025-03-05,S2,Suburban,C125,New,P527,Groceries,Dried Herbs 50g,1,4.0,UPI,0.5,Online,3.5
TXN-2025-0167,BILL-1165,2025-03-05,S3,Uptown,C126,Regular,P329,Personal Care,Teeth Whitening,1,15.0,Credit Card,2.5,In-store,12.5
TXN-2025-0168,BILL-1166,2025-03-06,S1,Downtown,C127,Regular,P247,Snacks,Eclair,2,4.5,Cash,0.0,In-store,9.0
TXN-2025-0169,BILL-1167,2025-03-06,S2,Suburban,C002,Loyal,P144,Beverages,Iced Coffee,2,5.0,UPI,0.5,Online,9.5
TXN-2025-0170,BILL-1168,2025-03-06,S3,Uptown,C128,New,P427,Electronics,Desk Lamp,1,35.0,Credit Card,4.5,In-store,30.5
TXN-2025-0171,BILL-1169,2025-03-07,S1,Downtown,C129,Loyal,P248,Snacks,Tiramisu,1,7.0,Cash,1.0,In-store,6.0
TXN-2025-0172,BILL-1170,2025-03-07,S2,Suburban,C130,Regular,P528,Groceries,Garlic Powder 50g,1,2.5,UPI,0.0,Online,2.5
TXN-2025-0173,BILL-1171,2025-03-07,S3,Uptown,C131,New,P330,Personal Care,Hair Spray,1,8.5,Credit Card,1.0,In-store,7.5
TXN-2025-0174,BILL-1172,2025-03-08,S1,Downtown,C001,Regular,P145,Beverages,Frappuccino,2,7.0,Cash,1.0,In-store,13.0
TXN-2025-0175,BILL-1173,2025-03-08,S2,Suburban,C005,Loyal,P249,Snacks,Fudge,2,4.0,UPI,0.5,Online,7.5
TXN-2025-0176,BILL-1174,2025-03-08,S3,Uptown,C132,Regular,P428,Electronics,Camera Tripod,1,48.0,Credit Card,6.0,In-store,42.0
TXN-2025-0177,BILL-1175,2025-03-09,S1,Downtown,C133,Loyal,P146,Beverages,Vanilla Latte,2,6.0,Cash,1.0,In-store,11.0
TXN-2025-0178,BILL-1176,2025-03-09,S2,Suburban,C134,New,P529,Groceries,Bay Leaves 20g,1,2.0,UPI,0.0,Online,2.0
TXN-2025-0179,BILL-1177,2025-03-09,S3,Uptown,C135,Regular,P331,Personal Care,Makeup Remover,1,7.5,Credit Card,1.0,In-store,6.5
